,obsHistID,filter,expMJD,fieldID,fieldRA,fieldDec,fiveSigmaDepth
562,1626473,u,62005.052886,1000,5.718053,-0.674641,23.051853
563,1626751,i,62006.048874,1000,5.718053,-0.674641,23.786743
564,1626792,i,62006.06869,1000,5.718053,-0.674641,23.83633
565,1628168,z,62010.028063,1000,5.718053,-0.674641,22.726485
566,1628198,z,62010.042363,1000,5.718053,-0.674641,22.799863
567,1630061,z,62012.019869,1000,5.718053,-0.674641,22.516114
568,1630098,z,62012.036701,1000,5.718053,-0.674641,22.601909
569,1631658,z,62014.00367,1000,5.718053,-0.674641,21.946208
570,1631688,z,62014.017235,1000,5.718053,-0.674641,22.022124
571,1633293,y,62017.005846,1000,5.718053,-0.674641,21.569142
572,1633303,y,62017.010313,1000,5.718053,-0.674641,21.588003
573,1633358,y,62017.034977,1000,5.718053,-0.674641,21.677192
574,1633805,z,62019.013656,1000,5.718053,-0.674641,22.122258
575,1633847,z,62019.033891,1000,5.718053,-0.674641,22.160241
576,1637219,y,62026.977575,1000,5.718053,-0.674641,21.429034
577,1637235,y,62026.984739,1000,5.718053,-0.674641,21.459161
578,1638120,y,62027.980178,1000,5.718053,-0.674641,21.704827
579,1638122,y,62027.981073,1000,5.718053,-0.674641,21.708505
580,1645124,g,62036.004462,1000,5.718053,-0.674641,24.558028
581,1645166,g,62036.023782,1000,5.718053,-0.674641,24.622131
582,1649105,z,62040.986695,1000,5.718053,-0.674641,21.672853
583,1649135,z,62041.000138,1000,5.718053,-0.674641,21.700032
584,1651279,z,62043.986222,1000,5.718053,-0.674641,21.94742
585,1651304,z,62043.99754,1000,5.718053,-0.674641,21.968461
586,1656741,i,62050.165487,1000,5.718053,-0.674641,23.249435
587,1657413,r,62051.084782,1000,5.718053,-0.674641,24.261935
588,1658239,r,62052.07348,1000,5.718053,-0.674641,24.761575
589,1658277,r,62052.093004,1000,5.718053,-0.674641,24.43836
590,1676360,i,62081.067888,1000,5.718053,-0.674641,23.656905
591,1676388,i,62081.081022,1000,5.718053,-0.674641,23.346648
592,1677137,r,62082.064331,1000,5.718053,-0.674641,24.547292
593,1677168,r,62082.078477,1000,5.718053,-0.674641,24.50177
594,1677227,r,62082.105379,1000,5.718053,-0.674641,24.254784
595,1677251,r,62082.116701,1000,5.718053,-0.674641,24.002953
596,1684456,u,62093.071034,1000,5.718053,-0.674641,22.979173
597,1684693,g,62094.070018,1000,5.718053,-0.674641,24.330957
598,1684721,g,62094.084065,1000,5.718053,-0.674641,24.26336
599,1688297,i,62099.074937,1000,5.718053,-0.674641,23.043204
600,1688989,i,62100.074358,1000,5.718053,-0.674641,22.557722
601,1689015,i,62100.090415,1000,5.718053,-0.674641,22.464714
602,1798288,r,62244.387423,1000,5.718053,-0.674641,24.308622
603,1798326,r,62244.404764,1000,5.718053,-0.674641,24.395914
604,1800289,z,62246.425613,1000,5.718053,-0.674641,22.16496
605,1801127,i,62247.377205,1000,5.718053,-0.674641,23.71271
606,1801164,i,62247.395095,1000,5.718053,-0.674641,23.802331
607,1805953,y,62252.36513,1000,5.718053,-0.674641,21.549473
608,1807945,y,62254.359342,1000,5.718053,-0.674641,21.615062
609,1808032,y,62254.398504,1000,5.718053,-0.674641,21.747951
610,1817161,g,62265.346391,1000,5.718053,-0.674641,24.458236
611,1817201,g,62265.36461,1000,5.718053,-0.674641,24.535507
612,1817829,r,62266.326895,1000,5.718053,-0.674641,24.429536
613,1817860,r,62266.341445,1000,5.718053,-0.674641,24.495679
614,1819917,u,62268.323527,1000,5.718053,-0.674641,23.396261
615,1819923,u,62268.326215,1000,5.718053,-0.674641,23.414981
616,1822956,r,62271.358837,1000,5.718053,-0.674641,24.577475
617,1823000,r,62271.378992,1000,5.718053,-0.674641,24.638248
618,1823848,g,62272.299181,1000,5.718053,-0.674641,24.544474
619,1823875,g,62272.312092,1000,5.718053,-0.674641,24.625004
620,1829160,z,62281.284866,1000,5.718053,-0.674641,22.492575
621,1829200,z,62281.303336,1000,5.718053,-0.674641,22.61515
622,1830764,y,62283.280282,1000,5.718053,-0.674641,21.619516
623,1830768,y,62283.282072,1000,5.718053,-0.674641,21.626902
624,1830886,y,62283.33504,1000,5.718053,-0.674641,21.79047
625,1832961,y,62285.29395,1000,5.718053,-0.674641,21.79112
626,1832971,y,62285.298433,1000,5.718053,-0.674641,21.805926
627,1833021,y,62285.320843,1000,5.718053,-0.674641,21.869563
628,1839082,i,62302.245769,1000,5.718053,-0.674641,23.582196
629,1839115,i,62302.261061,1000,5.718053,-0.674641,23.646584
630,1843993,i,62307.25463,1000,5.718053,-0.674641,23.472574
631,1844017,i,62307.267265,1000,5.718053,-0.674641,23.638075
632,1846056,z,62309.243884,1000,5.718053,-0.674641,22.72707
633,1846084,z,62309.258324,1000,5.718053,-0.674641,22.800243
634,1853216,i,62318.232129,1000,5.718053,-0.674641,23.204503
635,1853253,i,62318.249791,1000,5.718053,-0.674641,23.251753
636,1853613,i,62318.420449,1000,5.718053,-0.674641,23.229562
637,1855897,r,62324.164261,1000,5.718053,-0.674641,24.272724
638,1855932,r,62324.180092,1000,5.718053,-0.674641,24.356834
639,1856984,u,62325.169128,1000,5.718053,-0.674641,22.959151
640,1858073,u,62326.177286,1000,5.718053,-0.674641,23.239567
641,1862206,i,62330.16339,1000,5.718053,-0.674641,23.503712
642,1862247,i,62330.182115,1000,5.718053,-0.674641,23.58605
643,1863330,g,62331.20063,1000,5.718053,-0.674641,24.371796
644,1863367,g,62331.218062,1000,5.718053,-0.674641,24.424464
645,1865279,r,62333.157182,1000,5.718053,-0.674641,23.910216
646,1865316,r,62333.174127,1000,5.718053,-0.674641,23.985331
647,1865362,r,62333.194708,1000,5.718053,-0.674641,24.059833
648,1865397,r,62333.21087,1000,5.718053,-0.674641,24.106612
649,1866313,y,62334.145168,1000,5.718053,-0.674641,21.327778
650,1867321,y,62335.128412,1000,5.718053,-0.674641,21.717921
651,1871773,z,62346.310779,1000,5.718053,-0.674641,22.43902
652,1871809,z,62346.328012,1000,5.718053,-0.674641,22.403996
653,1872358,i,62347.115853,1000,5.718053,-0.674641,23.298202
654,1872401,i,62347.135579,1000,5.718053,-0.674641,23.334865
655,1872794,i,62347.325414,1000,5.718053,-0.674641,23.347476
656,1872837,i,62347.345986,1000,5.718053,-0.674641,23.289739
657,1873394,r,62348.124277,1000,5.718053,-0.674641,23.606016
658,1873434,r,62348.142754,1000,5.718053,-0.674641,23.601147
659,1875095,r,62350.105326,1000,5.718053,-0.674641,24.25807
660,1875139,r,62350.126215,1000,5.718053,-0.674641,24.354066
661,1879053,r,62354.090623,1000,5.718053,-0.674641,24.230817
662,1879092,r,62354.108904,1000,5.718053,-0.674641,24.319246
663,1880038,u,62355.081631,1000,5.718053,-0.674641,22.807801
664,1882100,u,62357.092547,1000,5.718053,-0.674641,23.039456
665,1885598,r,62362.065028,1000,5.718053,-0.674641,23.813011
666,1885644,r,62362.086874,1000,5.718053,-0.674641,23.932068
667,1888248,z,62365.049032,1000,5.718053,-0.674641,22.934953
668,1888288,z,62365.068465,1000,5.718053,-0.674641,23.039959
669,1888351,z,62365.097192,1000,5.718053,-0.674641,23.16577
670,1888386,z,62365.113382,1000,5.718053,-0.674641,23.223078
671,1891133,y,62369.029254,1000,5.718053,-0.674641,21.450632
672,1894151,y,62372.0277,1000,5.718053,-0.674641,21.471709
673,1894167,y,62372.034886,1000,5.718053,-0.674641,21.503651
674,1894179,y,62372.040255,1000,5.718053,-0.674641,21.525959
675,1894210,y,62372.054147,1000,5.718053,-0.674641,21.578005
676,1894826,y,62373.200564,1000,5.718053,-0.674641,21.800235
677,1895881,i,62376.234914,1000,5.718053,-0.674641,22.988622
678,1895915,i,62376.251112,1000,5.718053,-0.674641,22.945782
679,1896223,r,62377.072176,1000,5.718053,-0.674641,23.953107
680,1896268,r,62377.093218,1000,5.718053,-0.674641,23.778545
681,1897034,g,62378.005384,1000,5.718053,-0.674641,23.969972
682,1897062,g,62378.018192,1000,5.718053,-0.674641,24.053508
683,1897171,g,62378.068578,1000,5.718053,-0.674641,24.29261
684,1897213,g,62378.087906,1000,5.718053,-0.674641,24.352346
685,1901555,r,62384.004271,1000,5.718053,-0.674641,23.758799
686,1901585,r,62384.017692,1000,5.718053,-0.674641,23.828271
687,1903579,u,62386.048681,1000,5.718053,-0.674641,23.141969
688,1905688,i,62388.16234,1000,5.718053,-0.674641,23.204087
689,1905717,i,62388.176092,1000,5.718053,-0.674641,23.190843
690,1907151,z,62389.976302,1000,5.718053,-0.674641,21.748781
691,1907194,z,62389.995718,1000,5.718053,-0.674641,22.907701
692,1907324,i,62390.05568,1000,5.718053,-0.674641,23.670757
693,1907369,i,62390.076616,1000,5.718053,-0.674641,23.675701
694,1908099,z,62390.980241,1000,5.718053,-0.674641,21.983491
695,1912930,y,62400.014209,1000,5.718053,-0.674641,21.753292
696,1912932,y,62400.015108,1000,5.718053,-0.674641,21.755307
697,1914540,z,62402.020749,1000,5.718053,-0.674641,21.946575
698,1914571,z,62402.0348,1000,5.718053,-0.674641,21.9564
699,1933174,z,62427.095213,1000,5.718053,-0.674641,22.366611
700,1933224,z,62427.119648,1000,5.718053,-0.674641,22.308901
701,1934708,y,62429.066976,1000,5.718053,-0.674641,21.960964
702,1935589,y,62430.086109,1000,5.718053,-0.674641,21.870516
703,1942170,z,62440.016359,1000,5.718053,-0.674641,22.221394
704,1942366,r,62440.110832,1000,5.718053,-0.674641,24.361503
705,1942394,r,62440.12391,1000,5.718053,-0.674641,24.305012
706,1944591,i,62450.070737,1000,5.718053,-0.674641,23.337344
707,1944631,i,62450.092015,1000,5.718053,-0.674641,23.268469
708,1951650,y,62461.061709,1000,5.718053,-0.674641,21.545348
709,1960011,y,62477.029275,1000,5.718053,-0.674641,21.299819
710,1960026,y,62477.036005,1000,5.718053,-0.674641,21.274122
711,2049827,y,62598.416365,1000,5.718053,-0.674641,21.395921
712,2056910,z,62606.413377,1000,5.718053,-0.674641,22.211992
713,2056931,z,62606.422825,1000,5.718053,-0.674641,22.237968
714,2062477,i,62615.371928,1000,5.718053,-0.674641,23.151241
715,2062514,i,62615.388775,1000,5.718053,-0.674641,23.237514
716,2062580,z,62615.419803,1000,5.718053,-0.674641,22.21397
717,2069943,i,62623.392833,1000,5.718053,-0.674641,23.944245
718,2069977,i,62623.408276,1000,5.718053,-0.674641,23.992918
719,2071840,i,62625.35923,1000,5.718053,-0.674641,23.80136
720,2071888,i,62625.381216,1000,5.718053,-0.674641,23.89259
721,2075802,r,62630.333497,1000,5.718053,-0.674641,23.88891
722,2075846,r,62630.353317,1000,5.718053,-0.674641,23.984813
723,2080923,y,62637.356856,1000,5.718053,-0.674641,21.357732
724,2082382,y,62639.30114,1000,5.718053,-0.674641,21.127313
725,2082431,y,62639.323153,1000,5.718053,-0.674641,21.212887
726,2083213,z,62640.415575,1000,5.718053,-0.674641,22.288029
727,2083256,z,62640.435764,1000,5.718053,-0.674641,21.859573
728,2090554,r,62651.270832,1000,5.718053,-0.674641,24.029971
729,2090583,r,62651.284107,1000,5.718053,-0.674641,24.09988
730,2090658,r,62651.319131,1000,5.718053,-0.674641,24.244536
731,2090692,r,62651.335089,1000,5.718053,-0.674641,24.293564
732,2091551,r,62652.259351,1000,5.718053,-0.674641,23.91298
733,2091595,r,62652.279943,1000,5.718053,-0.674641,24.027046
734,2095309,i,62656.25564,1000,5.718053,-0.674641,23.389283
735,2095335,i,62656.267776,1000,5.718053,-0.674641,23.452939
736,2095371,i,62656.284226,1000,5.718053,-0.674641,23.528266
737,2095408,i,62656.301835,1000,5.718053,-0.674641,23.595057
738,2096578,g,62657.36545,1000,5.718053,-0.674641,24.471499
739,2096630,g,62657.390638,1000,5.718053,-0.674641,24.491256
740,2097889,z,62673.274366,1000,5.718053,-0.674641,22.541985
741,2097920,z,62673.288748,1000,5.718053,-0.674641,22.574081
742,2099115,r,62675.370221,1000,5.718053,-0.674641,24.441
743,2099161,r,62675.393253,1000,5.718053,-0.674641,24.416787
744,2099918,i,62676.258856,1000,5.718053,-0.674641,23.765231
745,2099950,i,62676.273268,1000,5.718053,-0.674641,23.798252
746,2102991,i,62679.242376,1000,5.718053,-0.674641,23.230795
747,2103031,i,62679.26126,1000,5.718053,-0.674641,23.287151
748,2104183,u,62680.293998,1000,5.718053,-0.674641,23.180941
749,2104269,u,62680.332141,1000,5.718053,-0.674641,23.217942
750,2105149,u,62681.238593,1000,5.718053,-0.674641,23.250989
751,2105176,u,62681.250748,1000,5.718053,-0.674641,23.297128
752,2107284,g,62683.259004,1000,5.718053,-0.674641,24.471934
753,2107325,g,62683.280466,1000,5.718053,-0.674641,24.516812
754,2108109,g,62686.175593,1000,5.718053,-0.674641,24.475593
755,2108159,g,62686.201417,1000,5.718053,-0.674641,24.612603
756,2114221,y,62697.139373,1000,5.718053,-0.674641,21.266224
757,2114233,y,62697.144788,1000,5.718053,-0.674641,21.290054
758,2118911,r,62707.118174,1000,5.718053,-0.674641,23.68461
759,2118940,r,62707.131338,1000,5.718053,-0.674641,23.753805
760,2120094,u,62710.139468,1000,5.718053,-0.674641,22.882103
761,2120592,u,62711.123838,1000,5.718053,-0.674641,22.884167
762,2122605,i,62716.089902,1000,5.718053,-0.674641,23.271325
763,2122641,i,62716.107119,1000,5.718053,-0.674641,23.376366
764,2123722,i,62717.134839,1000,5.718053,-0.674641,23.287023
765,2123762,i,62717.153641,1000,5.718053,-0.674641,23.366988
766,2124925,z,62719.087761,1000,5.718053,-0.674641,22.375425
767,2124954,z,62719.101164,1000,5.718053,-0.674641,22.44913
768,2132567,r,62732.0498,1000,5.718053,-0.674641,24.260343
769,2132596,r,62732.063147,1000,5.718053,-0.674641,24.330517
770,2132743,r,62732.131305,1000,5.718053,-0.674641,24.380043
771,2132792,r,62732.153992,1000,5.718053,-0.674641,24.411239
772,2137922,u,62738.045095,1000,5.718053,-0.674641,22.919571
773,2140861,u,62741.05072,1000,5.718053,-0.674641,23.187804
774,2141766,i,62742.022247,1000,5.718053,-0.674641,23.31543
775,2141806,i,62742.040305,1000,5.718053,-0.674641,23.406122
776,2142739,i,62743.024573,1000,5.718053,-0.674641,23.476146
777,2142776,i,62743.041504,1000,5.718053,-0.674641,23.557553
778,2143773,g,62744.065198,1000,5.718053,-0.674641,24.529972
779,2143821,g,62744.087479,1000,5.718053,-0.674641,24.599625
780,2145143,i,62746.036695,1000,5.718053,-0.674641,23.74007
781,2145167,i,62746.047494,1000,5.718053,-0.674641,23.787744
782,2147734,z,62750.008004,1000,5.718053,-0.674641,22.643122
783,2147770,z,62750.024251,1000,5.718053,-0.674641,22.719264
784,2148618,y,62750.997118,1000,5.718053,-0.674641,21.604698
785,2151397,y,62753.974958,1000,5.718053,-0.674641,21.191954
786,2151507,y,62754.024392,1000,5.718053,-0.674641,21.530929
787,2153366,y,62756.0009,1000,5.718053,-0.674641,21.454413
788,2153374,y,62756.004489,1000,5.718053,-0.674641,21.466902
789,2154971,z,62758.015303,1000,5.718053,-0.674641,22.909996
790,2155006,z,62758.031087,1000,5.718053,-0.674641,22.853308
791,2155073,z,62758.061726,1000,5.718053,-0.674641,22.855101
792,2155106,z,62758.076795,1000,5.718053,-0.674641,22.843297
793,2155784,y,62758.980374,1000,5.718053,-0.674641,21.586765
794,2155786,y,62758.98127,1000,5.718053,-0.674641,21.590383
795,2155821,y,62758.996992,1000,5.718053,-0.674641,21.797014
796,2155829,g,62759.001919,1000,5.718053,-0.674641,24.694481
797,2155862,g,62759.016771,1000,5.718053,-0.674641,24.757925
798,2162720,r,62767.003888,1000,5.718053,-0.674641,24.128679
799,2162766,r,62767.024662,1000,5.718053,-0.674641,24.193904
800,2162873,r,62767.074567999996,1000,5.718053,-0.674641,24.27748
801,2162913,r,62767.094246,1000,5.718053,-0.674641,24.287933
802,2171702,z,62781.079461,1000,5.718053,-0.674641,22.650234
803,2171752,z,62781.10641,1000,5.718053,-0.674641,22.629023
804,2172835,z,62783.021136,1000,5.718053,-0.674641,22.491801
805,2172883,z,62783.044783,1000,5.718053,-0.674641,22.503126
806,2182330,r,62795.097219,1000,5.718053,-0.674641,24.424535
807,2182356,r,62795.10949,1000,5.718053,-0.674641,24.392477
808,2189134,r,62804.130262,1000,5.718053,-0.674641,24.594443
809,2189184,r,62804.154506,1000,5.718053,-0.674641,24.480656
810,2197842,y,62825.022423,1000,5.718053,-0.674641,21.730257
811,2203063,r,62834.056445,1000,5.718053,-0.674641,24.01937
812,2203095,r,62834.071139,1000,5.718053,-0.674641,23.946699
813,2205493,y,62838.045814,1000,5.718053,-0.674641,21.718036
814,2207321,y,62841.046108,1000,5.718053,-0.674641,21.614481
815,2208039,z,62842.04203,1000,5.718053,-0.674641,21.849286
816,2208073,z,62842.057766,1000,5.718053,-0.674641,22.269491
817,2285152,y,62963.414882,1000,5.718053,-0.674641,21.329377
818,2295014,i,62975.38944,1000,5.718053,-0.674641,23.697351
819,2305390,z,62995.389231,1000,5.718053,-0.674641,22.756095
820,2305412,z,62995.39929,1000,5.718053,-0.674641,22.787518
821,2311833,u,63005.309477,1000,5.718053,-0.674641,23.067672
822,2313895,i,63010.337841,1000,5.718053,-0.674641,23.347986
823,2313926,i,63010.352001,1000,5.718053,-0.674641,23.390423
824,2314033,i,63010.40175,1000,5.718053,-0.674641,23.483596
825,2314369,g,63012.424322,1000,5.718053,-0.674641,22.513791
826,2317074,r,63015.272422,1000,5.718053,-0.674641,24.072189
827,2317121,r,63015.295206,1000,5.718053,-0.674641,24.188854
828,2319763,g,63018.355653,1000,5.718053,-0.674641,24.438088
829,2319803,g,63018.374178,1000,5.718053,-0.674641,24.467951
830,2322666,z,63021.255238,1000,5.718053,-0.674641,22.170988
831,2322693,z,63021.268113,1000,5.718053,-0.674641,22.24378
832,2323516,y,63022.372568,1000,5.718053,-0.674641,21.978561
833,2324266,z,63023.249459,1000,5.718053,-0.674641,22.02903
834,2324297,z,63023.263406,1000,5.718053,-0.674641,22.10661
835,2325054,g,63031.268487,1000,5.718053,-0.674641,24.4296
836,2325083,g,63031.282585,1000,5.718053,-0.674641,24.452557
837,2326768,i,63036.29481,1000,5.718053,-0.674641,23.897018
838,2326801,i,63036.310049,1000,5.718053,-0.674641,23.926699
839,2328701,r,63040.230033,1000,5.718053,-0.674641,24.380969
840,2328738,r,63040.247847,1000,5.718053,-0.674641,24.45266
841,2333702,y,63047.180145,1000,5.718053,-0.674641,21.510267
842,2333729,y,63047.192219,1000,5.718053,-0.674641,21.56203
843,2335594,y,63049.177373,1000,5.718053,-0.674641,21.616917
844,2339258,i,63057.37231,1000,5.718053,-0.674641,23.470505
845,2339296,i,63057.390726,1000,5.718053,-0.674641,23.42558
846,2339980,i,63061.224244,1000,5.718053,-0.674641,23.795382
847,2340011,i,63061.239079,1000,5.718053,-0.674641,23.826063
848,2340840,i,63062.146208,1000,5.718053,-0.674641,23.648203
849,2340868,i,63062.159134,1000,5.718053,-0.674641,23.714669
850,2340909,i,63062.177771,1000,5.718053,-0.674641,23.796755
851,2340943,i,63062.194357,1000,5.718053,-0.674641,23.856768
852,2342342,r,63064.134254,1000,5.718053,-0.674641,23.777421
853,2342369,r,63064.146412,1000,5.718053,-0.674641,23.84579
854,2344471,r,63067.155491,1000,5.718053,-0.674641,24.013697
855,2344508,r,63067.173061,1000,5.718053,-0.674641,24.085124
856,2345516,r,63068.167239,1000,5.718053,-0.674641,24.128957
857,2345539,r,63068.177789,1000,5.718053,-0.674641,24.166778
858,2348160,i,63071.113236,1000,5.718053,-0.674641,23.413567
859,2348188,i,63071.126212,1000,5.718053,-0.674641,23.498324
860,2349885,z,63073.101886,1000,5.718053,-0.674641,22.87145
861,2349923,z,63073.119781,1000,5.718053,-0.674641,22.991243
862,2351433,y,63077.109777,1000,5.718053,-0.674641,21.681076
863,2354316,y,63080.099207,1000,5.718053,-0.674641,21.401966
864,2357282,y,63083.27279,1000,5.718053,-0.674641,21.591638
865,2357285,y,63083.274152,1000,5.718053,-0.674641,21.590438
866,2357295,y,63083.279113,1000,5.718053,-0.674641,21.585802
867,2359980,g,63086.121406,1000,5.718053,-0.674641,24.409477
868,2362158,u,63092.114705,1000,5.718053,-0.674641,23.458535
869,2363068,u,63093.061292,1000,5.718053,-0.674641,22.973554
870,2363079,u,63093.066354,1000,5.718053,-0.674641,23.010049
871,2363100,u,63093.076005,1000,5.718053,-0.674641,23.074011
872,2363370,u,63094.071579,1000,5.718053,-0.674641,23.115901
873,2364873,r,63096.079286,1000,5.718053,-0.674641,24.456859
874,2364917,r,63096.100142,1000,5.718053,-0.674641,24.5371
875,2366517,i,63100.064304,1000,5.718053,-0.674641,23.757131
876,2366552,i,63100.080794,1000,5.718053,-0.674641,23.835525
877,2367180,g,63101.050651,1000,5.718053,-0.674641,23.930305
878,2367219,g,63101.068691,1000,5.718053,-0.674641,24.02815
879,2368119,y,63102.030401,1000,5.718053,-0.674641,21.77458
880,2371375,y,63110.182028,1000,5.718053,-0.674641,21.577084
881,2372391,z,63111.19759,1000,5.718053,-0.674641,22.307768
882,2372436,z,63111.218993,1000,5.718053,-0.674641,22.276966
883,2375754,r,63115.000824,1000,5.718053,-0.674641,23.878158
884,2375786,r,63115.015383,1000,5.718053,-0.674641,23.953588
885,2376499,g,63117.040241,1000,5.718053,-0.674641,24.60049
886,2376542,g,63117.060026,1000,5.718053,-0.674641,24.666491
887,2378755,z,63120.979621,1000,5.718053,-0.674641,21.777661
888,2378792,z,63120.996393,1000,5.718053,-0.674641,22.918223
889,2380644,r,63123.004703,1000,5.718053,-0.674641,24.383255
890,2380684,r,63123.022999,1000,5.718053,-0.674641,24.455676
891,2389148,y,63136.982335,1000,5.718053,-0.674641,21.643165
892,2389176,y,63136.994942,1000,5.718053,-0.674641,21.67459
893,2390233,z,63139.114187,1000,5.718053,-0.674641,22.416326
894,2390283,z,63139.138329,1000,5.718053,-0.674641,22.377434
895,2392916,y,63143.999221,1000,5.718053,-0.674641,21.444875
896,2396305,y,63148.00292,1000,5.718053,-0.674641,21.531079
897,2399659,i,63152.016434,1000,5.718053,-0.674641,23.20239
898,2399688,i,63152.029671,1000,5.718053,-0.674641,23.212452
899,2399817,i,63152.093429,1000,5.718053,-0.674641,23.183451
900,2399850,i,63152.108544,1000,5.718053,-0.674641,23.157382
901,2399881,i,63152.122597,1000,5.718053,-0.674641,23.12617
902,2399911,i,63152.1362,1000,5.718053,-0.674641,23.089336
903,2406183,z,63159.998618,1000,5.718053,-0.674641,21.848788
904,2406214,z,63160.012627,1000,5.718053,-0.674641,21.854206
905,2422182,r,63189.052455,1000,5.718053,-0.674641,23.867882
906,2422220,r,63189.070841,1000,5.718053,-0.674641,23.802184
907,2427916,y,63197.033893,1000,5.718053,-0.674641,21.628319
908,2427922,y,63197.036585,1000,5.718053,-0.674641,21.620628
909,2428707,z,63198.054919,1000,5.718053,-0.674641,21.889105
910,2428750,z,63198.075284,1000,5.718053,-0.674641,21.762636
911,2434258,y,63207.043279,1000,5.718053,-0.674641,21.304645
